player_name,team,position,type,blank,opp,status,proj,points,oprk,start_percent,pct_rostered,plus_minus,fpts,avg,last
Justice Hill,Bal,RB,FA,,@KC,L 20-37,--,28.7,16th,1,12.3,-0.3,41.6,10.4,--
Dylan Sampson,Cle,RB,FA,,@Det,L 10-34,--,-0.2,9th,1,32,-18.7,28.2,7.1,--
Blake Corum,LAR,RB,FA,,Ind,W 27-20,--,3.6,14th,1,18.6,6.9,21.9,5.5,--
Rico Dowdle,Car,RB,FA,,@NE,L 13-42,--,4,22nd,0.9,10.4,4.9,21.3,5.3,--
KaVontae Turpin,Dal,WR,FA,,GB,T 40-40,--,6.4,5th,0.9,4.2,1.8,35.2,8.8,--
Austin Ekeler,Wsh,RB,FA,,@Atl,L 27-34,--,--,6th,0.9,36.1,-7.2,13.1,6.6,--
Braelon Allen,NYJ,RB,FA,,@Mia,L 21-27,--,0.6,28th,0.9,28.2,-0.7,15.3,3.8,--
Tory Horton,Sea,WR,FA,,@Ari,W 23-20,--,2,24th,0.9,6.5,5.4,31.4,7.9,--
Jake Tonges,SF,TE,FA,,Jax,L 21-26,--,14.8,7th,0.9,2.5,-0.5,36.5,9.1,--
Russell Wilson,NYG,QB,FA,,LAC,W 21-18,--,0.32,11th,0.8,6.2,-14.3,46.84,11.7,--
J.J. McCarthy,Min,QB,FA,,@Pit,L 21-24,--,--,28th,0.8,39.2,-4.9,25.04,12.5,--
Jeremy McNichols,Wsh,RB,FA,,@Atl,L 27-34,--,1.3,6th,0.8,7.3,4.2,17.6,4.4,--
Parker Romo,Atl,K,FA,,Wsh,W 34-27,--,10,10th,0.7,1,-2.1,26,8.7,--
Luther Burden III,Chi,WR,FA,,@LV,W 25-24,--,1.6,30th,0.7,12,2.7,23.6,5.9,--
Chad Ryland,Ari,K,FA,,Sea,L 20-23,--,10,9th,0.6,0.8,-0.1,36,9,--
DeAndre Hopkins,Bal,WR,FA,,@KC,L 20-37,--,0,13th,0.6,11,-2.4,28.2,7.1,--
Kayshon Boutte,NE,WR,FA,,Car,W 42-13,--,2.8,3rd,0.6,15.2,-8.2,32.5,8.1,--
Tank Bigsby,Phi,RB,FA,,@TB,W 31-25,--,0,18th,0.6,34.6,-6.6,1.2,0.3,--
Isaiah Likely,Bal,TE,FA,,@KC,L 20-37,--,0,3rd,0.5,13.2,1.3,0,0,--
Hunter Renfrow,Car,WR,FA,,@NE,L 13-42,--,3,26th,0.5,5.2,-2,32.5,8.1,--
Kyle Monangai,Chi,RB,FA,,@LV,W 25-24,--,1.8,10th,0.5,8.1,0.5,11.5,2.9,--
Younghoe Koo,FA,K,FA,,--,,--,--,--,0.5,1.5,-0.6,--,8,--
Jayden Higgins,Hou,WR,FA,,Ten,W 26-0,--,9.4,28th,0.5,30.2,-5.9,19.9,5,--
Najee Harris,LAC,RB,FA,,@NYG,L 18-21,--,--,29th,0.5,18.2,-19.6,11.6,3.9,--
JuJu Smith-Schuster,KC,WR,FA,,Bal,W 37-20,--,13.6,20th,0.5,7.9,-2,35.1,8.8,--
Adam Thielen,Min,WR,FA,,@Pit,L 21-24,--,3.1,15th,0.5,21.1,-5.4,9.7,2.4,--
Andy Borregales,NE,K,FA,,Car,W 42-13,--,6,13th,0.5,0.7,-0.1,24,6,--
Spencer Rattler,NO,QB,FA,,@Buf,L 19-31,--,13.94,20th,0.5,1.9,0.1,58.8,14.7,--
Miles Sanders,Dal,RB,FA,,GB,T 40-40,--,4.5,8th,0.5,5.6,0.9,26.7,6.7,--
Chimere Dike,Ten,WR,FA,,@Hou,L 0-26,--,-0.4,18th,0.5,0.8,0.2,6.8,1.7,--
Joshua Palmer,Buf,WR,FA,,NO,W 31-19,--,4.5,21st,0.4,9.3,-2.7,23.8,6,--
Ryan Fitzgerald,Car,K,FA,,@NE,L 13-42,--,0,14th,0.4,0.6,0,24,6,--
Cole Kmet,Chi,TE,FA,,@LV,W 25-24,--,7.6,5th,0.4,1.2,0.3,24.6,6.2,--
Mike Gesicki,Cin,TE,FA,,@Den,L 3-28,--,1.8,12th,0.4,2.1,-0.1,10.6,2.7,--
Jalen Tolbert,Dal,WR,FA,,GB,T 40-40,--,10.1,5th,0.4,2.4,2,22.1,5.5,--
Oronde Gadsden II,LAC,TE,FA,,@NYG,L 18-21,--,3.6,22nd,0.4,2.1,1.9,13.2,6.6,--
Raiders D/ST,LV,D/ST,FA,,Chi,L 24-25,--,5,7th,0.4,0.8,-0.4,15,3.8,--
Malik Washington,Mia,WR,FA,,NYJ,W 27-21,--,4.1,22nd,0.4,2,0.8,24.7,6.2,--
Kendre Miller,NO,RB,FA,,@Buf,L 19-31,--,12.5,18th,0.4,5.6,0.1,22.5,5.6,--
Mason Taylor,NYJ,TE,FA,,@Mia,L 21-27,--,11.5,30th,0.4,3.2,-0.2,21.8,5.5,--
Titans D/ST,Ten,D/ST,FA,,@Hou,L 0-26,--,1,26th,0.4,0.6,0.1,7,1.8,--
Chris Rodriguez Jr.,Wsh,RB,FA,,@Atl,L 27-34,--,5.9,6th,0.4,5,3.3,9.8,4.9,--
Ray Davis,Buf,RB,FA,,NO,W 31-19,--,0.3,26th,0.3,13.9,-2.2,3.8,1,--
Joe Flacco,Cle,QB,FA,,@Det,L 10-34,--,1.26,27th,0.3,1.8,-0.1,25.9,6.5,--
Jayden Reed,GB,WR,FA,,@Dal,T 40-40,--,--,32nd,0.3,52.4,-4.1,13.5,6.8,--
Dont'e Thornton Jr.,LV,WR,FA,,Chi,L 24-25,--,0,29th,0.3,6.1,-2.1,14.4,3.6,--
Darren Waller,Mia,TE,FA,,NYJ,W 27-21,--,17.7,13th,0.3,9.8,-1.3,17.7,17.7,--
DeMario Douglas,NE,WR,FA,,Car,W 42-13,--,0,3rd,0.3,11.2,-2.4,12.7,3.2,--
Saints D/ST,NO,D/ST,FA,,@Buf,L 19-31,--,3,2nd,0.3,0.6,-0.2,16,4,--
Blake Grupe,NO,K,FA,,@Buf,L 19-31,--,9,10th,0.3,0.5,-0.1,23,5.8,--
Xavier Legette,Car,WR,FA,,@NE,L 13-42,--,--,26th,0.3,32.8,-5.4,4.8,2.4,--
Justin Tucker,FA,K,FA,,--,,--,--,--,0.3,0.5,0,--,--,--
Emari Demercado,Ari,RB,FA,,Sea,L 20-23,--,10.1,23rd,0.2,2.5,2.3,10.1,2.5,--
Michael Wilson,Ari,WR,FA,,Sea,L 20-23,--,4.5,2nd,0.2,5.1,-0.6,15.6,3.9,--
Jaydon Blue,Dal,RB,FA,,GB,T 40-40,--,--,8th,0.2,21.3,-4.6,--,--,--
Jake Moody,FA,K,FA,,--,,--,--,--,0.2,0.5,-0.1,--,3,--
Graham Gano,NYG,K,FA,,LAC,W 21-18,--,--,25th,0.2,0.5,-0.4,24,8,--
Theo Johnson,NYG,TE,FA,,LAC,W 21-18,--,10.7,8th,0.2,1.6,-0.3,21.6,5.4,--
Darius Slayton,NYG,WR,FA,,LAC,W 21-18,--,7.4,7th,0.2,3.6,-0.4,22.5,5.6,--
Noah Fant,Cin,TE,FA,,@Den,L 3-28,--,--,12th,0.2,2.3,-0.7,24,8,--
Will Shipley,Phi,RB,FA,,@TB,W 31-25,--,0,18th,0.2,8.8,-1.2,2.6,1.3,--
Tyler Higbee,LAR,TE,FA,,Ind,W 27-20,--,4.5,17th,0.2,1.9,-0.3,12.2,3.1,--
Ray-Ray McCloud III,Atl,WR,FA,,Wsh,W 34-27,--,0.3,25th,0.1,2.3,-0.3,12.4,3.1,--
Dawson Knox,Buf,TE,FA,,NO,W 31-19,--,0,19th,0.1,0.6,0,7.9,2,--
Ty Johnson,Buf,RB,FA,,NO,W 31-19,--,0,26th,0.1,0.9,-0.1,6.1,1.5,--
Trevor Etienne,Car,RB,FA,,@NE,L 13-42,--,3.3,22nd,0.1,0.7,-0.1,2.9,0.7,--
Tommy Tremble,Car,TE,FA,,@NE,L 13-42,--,15.2,9th,0.1,0.1,0,25,6.3,--
Olamide Zaccheaus,Chi,WR,FA,,@LV,W 25-24,--,9.1,30th,0.1,0.7,0.1,28,7,--
Roschon Johnson,Chi,RB,FA,,@LV,W 25-24,--,0,10th,0.1,2.5,-0.5,0,0,--
Samaje Perine,Cin,RB,FA,,@Den,L 3-28,--,0.4,21st,0.1,1,-0.1,3.1,0.8,--
Andrei Iosivas,Cin,WR,FA,,@Den,L 3-28,--,3.7,8th,0.1,0.7,-0.1,5.9,1.5,--
Andre Szmyt,Cle,K,FA,,@Det,L 10-34,--,3,5th,0.1,0.2,0,21,5.3,--
Shedeur Sanders,Cle,QB,FA,,@Det,L 10-34,--,--,27th,0.1,2,-0.2,--,--,--
Pat Bryant,Den,WR,FA,,Cin,W 28-3,--,0,16th,0.1,1.9,-0.3,3.8,1,--
Isaac TeSlaa,Det,WR,FA,,Cle,W 34-10,--,0,9th,0.1,3.9,-1.3,12.2,3.1,--
Zane Gonzalez,FA,K,FA,,--,,--,--,--,0.1,0.2,0,--,--,--
Harrison Mevis,FA,K,FA,,--,,--,--,--,0.1,0.1,0,--,--,--
Emanuel Wilson,GB,RB,FA,,@Dal,T 40-40,--,11.1,15th,0.1,0.6,0.1,14,3.5,--
Chris Brooks,GB,RB,FA,,@Dal,T 40-40,--,1.1,15th,0.1,0.4,-0.2,8.1,2,--
Dameon Pierce,Hou,RB,FA,,Ten,W 26-0,--,--,30th,0.1,3.2,-0.8,0.5,0.5,--
Anthony Richardson Sr.,Ind,QB,FA,,@LAR,L 20-27,--,--,17th,0.1,1.1,-0.1,-0.1,-0.1,--
Adonai Mitchell,Ind,WR,FA,,@LAR,L 20-27,--,10.6,19th,0.1,1.3,-0.1,18.7,4.7,--
DJ Giddens,Ind,RB,FA,,@LAR,L 20-27,--,0,1st,0.1,2.1,-0.4,4.4,1.1,--
Tyjae Spears,Ten,RB,FA,,@Hou,L 0-26,--,--,24th,0.1,27.9,0.4,--,--,--
Parker Washington,Jax,WR,FA,,@SF,W 26-21,--,5.9,6th,0.1,0.8,0.6,25.9,6.5,--
Noah Gray,KC,TE,FA,,Bal,W 37-20,--,1.1,26th,0.1,0.6,0,8.2,2.1,--
Tre' Harris,LAC,WR,FA,,@NYG,L 18-21,--,0,31st,0.1,6.5,-1,7.5,1.9,--
Hassan Haskins,LAC,RB,FA,,@NYG,L 18-21,--,0,29th,0.1,0.5,0.5,0,0,--
Tutu Atwell,LAR,WR,FA,,Ind,W 27-20,--,15.8,14th,0.1,1.6,-0.3,17.2,4.3,--
Amari Cooper,LV,WR,FA,,Chi,L 24-25,--,--,29th,0.1,2.9,-0.6,--,--,--
Jack Bech,LV,WR,FA,,Chi,L 24-25,--,0,29th,0.1,4.6,-0.5,5.3,1.3,--
Zamir White,LV,RB,FA,,Chi,L 24-25,--,--,27th,0.1,0.5,0,7.4,2.5,--
Raheem Mostert,LV,RB,FA,,Chi,L 24-25,--,8.3,27th,0.1,1,-0.2,8.3,8.3,--
Riley Patterson,Mia,K,FA,,NYJ,W 27-21,--,10,32nd,0.1,0.1,0,24,6,--
Jaylen Wright,Mia,RB,FA,,NYJ,W 27-21,--,--,20th,0.1,5,-1.1,--,--,--
Nick Westbrook-Ikhine,Mia,WR,FA,,NYJ,W 27-21,--,1.1,22nd,0.1,2.2,-0.4,6.6,1.7,--
Jalen Nailor,Min,WR,FA,,@Pit,L 21-24,--,9.2,15th,0.1,0.9,-0.2,25.8,6.5,--
Zavier Scott,Min,RB,FA,,@Pit,L 21-24,--,16.4,13th,0.1,0.5,-0.1,22.4,7.5,--
Myles Price,Min,WR,FA,,@Pit,L 21-24,--,0,15th,0.1,0.1,0,-2,-0.5,--
Antonio Gibson,NE,RB,FA,,Car,W 42-13,--,8.7,17th,0.1,0.7,0.1,19.6,4.9,--
Brandin Cooks,NO,WR,FA,,@Buf,L 19-31,--,5.2,9th,0.1,1.2,-0.1,20.8,5.2,--
Josh Reynolds,NYJ,WR,FA,,@Mia,L 21-27,--,0,11th,0.1,1.2,-0.1,3.8,1.9,--
Dyami Brown,Jax,WR,FA,,@SF,W 26-21,--,--,6th,0.1,4.3,-2,29.1,9.7,--
Ja'Tavion Sanders,Car,TE,FA,,@NE,L 13-42,--,--,9th,0.1,1.7,-2.3,20.2,6.7,--
Brandon Aiyuk,SF,WR,FA,,Jax,L 21-26,--,--,27th,0.1,36.8,-0.5,--,--,--
Michael Mayer,LV,TE,FA,,Chi,L 24-25,--,--,24th,0.1,1.4,-1,10.7,3.6,--
Jahan Dotson,Phi,WR,FA,,@TB,W 31-25,--,0,12th,0.1,0.6,-0.1,12,3,--
AJ Dillon,Phi,RB,FA,,@TB,W 31-25,--,1.7,18th,0.1,0.4,-0.1,4.6,1.2,--
AJ Barner,Sea,TE,FA,,@Ari,W 23-20,--,12.2,21st,0.1,0.4,0,27.5,6.9,--
Elijah Arroyo,Sea,TE,FA,,@Ari,W 23-20,--,6.4,21st,0.1,1.5,-0.2,13.2,3.3,--
Mac Jones,SF,QB,FA,,Jax,L 21-26,--,--,12th,0.1,1.7,-2.4,35.02,17.5,--
Kyle Juszczyk,SF,RB,FA,,Jax,L 21-26,--,6.2,4th,0.1,0.6,0,20,5,--
Isaac Guerendo,SF,RB,FA,,Jax,L 21-26,--,0,4th,0.1,3.5,-0.6,0,0,--
Demarcus Robinson,SF,WR,FA,,Jax,L 21-26,--,3,27th,0.1,0.6,0.4,3,3,--
Tyler Lockett,Ten,WR,FA,,@Hou,L 0-26,--,0,18th,0.1,3.6,-0.5,10.6,2.7,--
Luke McCaffrey,Wsh,WR,FA,,@Atl,L 27-34,--,10.1,4th,0.1,0.8,0.4,29.6,7.4,--
Jaylin Lane,Wsh,WR,FA,,@Atl,L 27-34,--,3.8,4th,0.1,0.3,0.1,13.9,3.5,--
Luke Musgrave,GB,TE,FA,,@Dal,T 40-40,--,1.6,15th,0,0.5,-0.5,8.2,2.1,--
Jude McAtamney,NYG,K,FA,,LAC,W 21-18,--,7,25th,0,0.1,0,7,7,--
