player_name,team,position,type,blank,opp,status,proj,points,oprk,start_percent,pct_rostered,plus_minus,fpts,avg,last
Tyler Allgeier,Atl,RB,FA,,TB,L 20-23,6.1,2.4,--,0.5,38.6,-1.3,2.4,2.4,--
Joe Flacco,Cle,QB,FA,,Cin,L 16-17,14.8,12.2,--,0.5,2.5,0.3,12.2,12.2,--
Falcons D/ST,Atl,D/ST,FA,,TB,L 20-23,3.9,3,--,0.4,0.9,-0.1,3,3,--
Darren Waller,Mia,TE,FA,,@Ind,L 8-33,0,0,--,0.4,19.5,-2.7,--,--,--
Jordan Addison,Min,WR,FA,,@Chi,Mon 7:15 PM,0,0,--,0.4,80.1,-1,--,--,--
Ryan Fitzgerald,Car,K,FA,,@Jax,L 10-26,7.5,5,--,0.4,0.6,0,5,5,--
DeAndre Hopkins,Bal,WR,FA,,@Buf,L 40-41,6.5,11.5,--,0.4,9.4,0.7,11.5,11.5,--
Joshua Palmer,Buf,WR,FA,,Bal,W 41-40,6.6,11.1,--,0.4,13.3,1.6,11.1,11.1,--
Jaydon Blue,Dal,RB,FA,,@Phi,L 20-24,0,0,--,0.4,43.3,-0.5,--,--,--
Theo Johnson,NYG,TE,FA,,@Wsh,L 6-21,7.6,1.5,--,0.4,2.8,0.4,1.5,1.5,--
Bhayshul Tuten,Jax,RB,FA,,Car,W 26-10,3.6,1.1,--,0.4,42.1,2.1,1.1,1.1,--
Mike Gesicki,Cin,TE,FA,,@Cle,W 17-16,6.8,2.4,--,0.4,3.1,-0.3,2.4,2.4,--
Justin Tucker,FA,K,FA,,--,,0,0,--,0.3,0.7,-0.3,--,--,--
Ray Davis,Buf,RB,FA,,Bal,W 41-40,4.4,1.1,--,0.3,22.6,-1,1.1,1.1,--
Will Shipley,Phi,RB,FA,,Dal,W 24-20,3.7,2.6,--,0.3,18.4,-0.1,2.6,2.6,--
Dont'e Thornton Jr.,LV,WR,FA,,@NE,W 20-13,7.4,6.5,--,0.3,15,9.3,6.5,6.5,--
KaVontae Turpin,Dal,WR,FA,,@Phi,L 20-24,5.9,4.7,--,0.3,2,0.1,4.7,4.7,--
Panthers D/ST,Car,D/ST,FA,,@Jax,L 10-26,3.6,1,--,0.3,0.5,-0.1,1,1,--
Saints D/ST,NO,D/ST,FA,,Ari,L 13-20,3.6,9,--,0.3,0.6,0,9,9,--
Titans D/ST,Ten,D/ST,FA,,@Den,L 12-20,4.2,9,--,0.3,0.6,-0.1,9,9,--
Tyler Higbee,LAR,TE,FA,,Hou,W 14-9,7,0,--,0.3,2.8,0,0,0,--
Juwan Johnson,NO,TE,FA,,Ari,L 13-20,7.3,15.6,--,0.3,1.3,0.3,15.6,15.6,--
player_name,team,position,type,blank,opp,status,proj,points,oprk,start_percent,pct_rostered,plus_minus,fpts,avg,last
Dameon Pierce,Hou,RB,FA,,@LAR,L 9-14,5.5,0.5,--,0.3,9.7,3.3,0.5,0.5,--
Joey Slye,Ten,K,FA,,@Den,L 12-20,7,15,--,0.2,0.4,0,15,15,--
Elijah Arroyo,Sea,TE,FA,,SF,L 13-17,4.9,1.7,--,0.2,3,-0.3,1.7,1.7,--
Ray-Ray McCloud III,Atl,WR,FA,,TB,L 20-23,8.6,8.1,--,0.2,3.8,-0.1,8.1,8.1,--
Darius Slayton,NYG,WR,FA,,@Wsh,L 6-21,7.3,0,--,0.2,5.8,0.5,0,0,--
Isaiah Likely,Bal,TE,FA,,@Buf,L 40-41,0,0,--,0.2,6.7,-0.5,--,--,--
Kenneth Gainwell,Pit,RB,FA,,@NYJ,W 34-32,6.5,5.3,--,0.2,2,0.8,5.3,5.3,--
Calvin Austin III,Pit,WR,FA,,@NYJ,W 34-32,6.1,17,--,0.2,2.4,0.2,17,17,--
Andre Szmyt,Cle,K,FA,,Cin,L 16-17,7.3,4,--,0.2,0.3,0.1,4,4,--
Rico Dowdle,Car,RB,FA,,@Jax,L 10-26,5,3.6,--,0.2,8,0.1,3.6,3.6,--
Ja'Tavion Sanders,Car,TE,FA,,@Jax,L 10-26,6,4.7,--,0.2,1.2,0.1,4.7,4.7,--
Tyler Lockett,Ten,WR,FA,,@Den,L 12-20,6.1,0,--,0.2,6.9,-1.2,0,0,--
Luther Burden III,Chi,WR,FA,,Min,Mon 7:15 PM,3.2,0.7,--,0.2,17.2,-2.4,0.7,0.7,--
Woody Marks,Hou,RB,FA,,@LAR,L 9-14,5.3,0.3,--,0.2,13.1,0.9,0.3,0.3,--
Amari Cooper,LV,WR,FA,,@NE,W 20-13,0,0,--,0.2,9.7,-13.6,--,--,--
Tyjae Spears,Ten,RB,FA,,@Den,L 12-20,0,0,--,0.2,32,-5.8,--,--,--
JuJu Smith-Schuster,KC,WR,FA,,@LAC,L 21-27,5.5,10.5,--,0.2,1,0.2,10.5,10.5,--
Christian Kirk,Hou,WR,FA,,@LAR,L 9-14,0,0,--,0.2,26.7,-1.7,--,--,--
Michael Wilson,Ari,WR,FA,,@NO,W 20-13,6.7,1.5,--,0.2,8,-0.3,1.5,1.5,--
Isaac TeSlaa,Det,WR,FA,,@GB,L 13-27,3.3,8.3,--,0.2,6.1,0.4,8.3,8.3,--
Spencer Rattler,NO,QB,FA,,Ari,L 13-20,14.1,11.46,--,0.2,1.2,0.2,11.46,11.5,--
Zane Gonzalez,FA,K,FA,,--,,--,0,--,0.2,0.2,-0.1,--,--,--
Tre' Harris,LAC,WR,FA,,KC,W 27-21,5.9,2.1,--,0.2,13.7,-0.8,2.1,2.1,--
Miles Sanders,Dal,RB,FA,,@Phi,L 20-24,6.7,4,--,0.1,2.7,0.2,4,4,--
Hunter Renfrow,Car,WR,FA,,@Jax,L 10-26,6.9,3.1,--,0.1,2.6,1.9,3.1,3.1,--
Cole Kmet,Chi,TE,FA,,Min,Mon 7:15 PM,2.5,4.1,--,0.1,1.1,-0.1,4.1,4.1,--
Harold Fannin Jr.,Cle,TE,FA,,Cin,L 16-17,3.4,13.6,--,0.1,0.9,0.1,13.6,13.6,--
Kendre Miller,NO,RB,FA,,Ari,L 13-20,4.8,2.4,--,0.1,7,0.6,2.4,2.4,--
Anthony Richardson Sr.,Ind,QB,FA,,Mia,W 33-8,0,0,--,0.1,1.9,-0.6,--,--,--
Elic Ayomanor,Ten,WR,FA,,@Den,L 12-20,5.5,3.3,--,0.1,4.5,2,3.3,3.3,--
Blake Corum,LAR,RB,FA,,Hou,W 14-9,4.1,2.6,--,0.1,5.8,-0.6,2.6,2.6,--
Noah Fant,Cin,TE,FA,,@Cle,W 17-16,5,12.6,--,0.1,0.7,0,12.6,12.6,--
Nick Westbrook-Ikhine,Mia,WR,FA,,@Ind,L 8-33,6.8,1.7,--,0.1,3.8,-0.2,1.7,1.7,--
Dawson Knox,Buf,TE,FA,,Bal,W 41-40,2.8,4,--,0.1,0.7,0,4,4,--
Noah Gray,KC,TE,FA,,@LAC,L 21-27,4.7,1.3,--,0.1,0.7,0,1.3,1.3,--
Tutu Atwell,LAR,WR,FA,,Hou,W 14-9,6.4,1.4,--,0.1,2.7,0.2,1.4,1.4,--
Pat Bryant,Den,WR,FA,,Ten,W 20-12,5.6,0,--,0.1,3.9,-0.2,0,0,--
Roschon Johnson,Chi,RB,FA,,Min,Mon 7:15 PM,0,0,--,0.1,4.8,-0.7,--,--,--
Dyami Brown,Jax,WR,FA,,Car,W 26-10,6.5,8.8,--,0.1,1.8,0.1,8.8,8.8,--
Isaac Guerendo,SF,RB,FA,,@Sea,W 17-13,2,0,--,0.1,7.7,-0.4,0,0,--
Samaje Perine,Cin,RB,FA,,@Cle,W 17-16,3.9,2.6,--,0.1,1.5,0,2.6,2.6,--
Jahan Dotson,Phi,WR,FA,,Dal,W 24-20,1.6,8.9,--,0.1,0.6,0,8.9,8.9,--
Kayshon Boutte,NE,WR,FA,,LV,L 13-20,4.1,16.3,--,0.1,0.6,0.2,16.3,16.3,--
Brandon Aiyuk,SF,WR,FA,,@Sea,W 17-13,0,0,--,0.1,39.7,-0.6,--,--,--
Kyle Juszczyk,SF,RB,FA,,@Sea,W 17-13,1.5,5.2,--,0.1,0.6,0,5.2,5.2,--
Raheem Mostert,LV,RB,FA,,@NE,W 20-13,0,0,--,0.1,2.3,-0.1,--,--,--
Andrei Iosivas,Cin,WR,FA,,@Cle,W 17-16,4.2,0,--,0.1,1.2,0,0,0,--
Tory Horton,Sea,WR,FA,,SF,L 13-17,4.5,0,--,0.1,1.5,0.2,0,0,--
Troy Franklin,Den,WR,FA,,Ten,W 20-12,4.7,8.4,--,0.1,1.7,0.1,8.4,8.4,--
Tre Tucker,LV,WR,FA,,@NE,W 20-13,5.5,13.4,--,0.1,0.9,0.2,13.4,13.4,--
player_name,team,position,type,blank,opp,status,proj,points,oprk,start_percent,pct_rostered,plus_minus,fpts,avg,last
Harrison Mevis,FA,K,FA,,--,,--,0,--,0.1,0.1,0,--,--,--
AJ Barner,Sea,TE,FA,,SF,L 13-17,5.5,1.2,--,0.1,0.4,0,1.2,1.2,--
Emanuel Wilson,GB,RB,FA,,Det,W 27-13,3.1,0.4,--,0.1,0.7,0.2,0.4,0.4,--
Shedeur Sanders,Cle,QB,FA,,Cin,L 16-17,0,0,--,0.1,3.2,-0.7,--,--,--
Jack Bech,LV,WR,FA,,@NE,W 20-13,2.3,3.3,--,0.1,7.4,-2.8,3.3,3.3,--
Josh Reynolds,NYJ,WR,FA,,Pit,L 32-34,5.7,3.8,--,0.1,1.8,0,3.8,3.8,--
Dustin Hopkins,FA,K,FA,,--,,--,0,--,0.1,0.1,-0.1,--,--,--
Trevor Etienne,Car,RB,FA,,@Jax,L 10-26,1.4,0.4,--,0.1,1,-0.1,0.4,0.4,--
Jaxson Dart,NYG,QB,FA,,@Wsh,L 6-21,0,0,--,0.1,4.5,-0.3,--,--,--
Brandin Cooks,NO,WR,FA,,Ari,L 13-20,4,5.6,--,0.1,1.6,-0.4,5.6,5.6,--
Kyle Williams,NE,WR,FA,,LV,L 13-20,3.2,2.2,--,0.1,5.4,-1.4,2.2,2.2,--
Jaylen Wright,Mia,RB,FA,,@Ind,L 8-33,0,0,--,0.1,8.3,-3.1,--,--,--
Michael Mayer,LV,TE,FA,,@NE,W 20-13,4.3,7.8,--,0.1,0.5,0,7.8,7.8,--
Will Dissly,LAC,TE,FA,,KC,W 27-21,5.6,2.8,--,0.1,0.3,0,2.8,2.8,--
Jalen Nailor,Min,WR,FA,,@Chi,Mon 7:15 PM,3.5,3.8,--,0.1,0.5,-0.2,3.8,3.8,--
Adonai Mitchell,Ind,WR,FA,,Mia,W 33-8,5,4.1,--,0.1,2.2,-0.3,4.1,4.1,--
Noah Brown,Wsh,WR,FA,,NYG,W 21-6,5.7,4.7,--,0.1,0.9,0,4.7,4.7,--
AJ Dillon,Phi,RB,FA,,Dal,W 24-20,0.7,1,--,0.1,0.5,0,1,1,--
Malik Washington,Mia,WR,FA,,@Ind,L 8-33,3.7,4.9,--,0.1,0.7,0,4.9,4.9,--
Kyle Monangai,Chi,RB,FA,,Min,Mon 7:15 PM,2.9,2.1,--,0.1,2.6,0.8,2.1,2.1,--
Ty Johnson,Buf,RB,FA,,Bal,W 41-40,3.1,2.4,--,0.1,0.9,0,2.4,2.4,--
Riley Patterson,Mia,K,FA,,@Ind,L 8-33,7.4,0,--,0.1,0.1,0,0,0,--
Terrance Ferguson,LAR,TE,FA,,Hou,W 14-9,0,0,--,0.1,0.6,0,0,0,--
Julius Chestnut,Ten,RB,FA,,@Den,L 12-20,3.3,0.2,--,0.1,0.3,0.1,0.2,0.2,--
Alec Pierce,Ind,WR,FA,,Mia,W 33-8,4.2,4.6,--,0.1,1.2,0,4.6,4.6,--
Scott Matlock,LAC, RB,FA,,KC,W 27-21,0.2,0,--,0,0.5,0,0,0,--
DJ Giddens,Ind,RB,FA,,Mia,W 33-8,1.8,4.1,--,0,2,0,4.1,4.1,--
Jalen Tolbert,Dal,WR,FA,,@Phi,L 20-24,4.8,1,--,0,0.6,0,1,1,--
Sterling Shepard,TB,WR,FA,,@Atl,W 23-20,5.8,6.9,--,0,0.2,0.1,6.9,6.9,--
Devin Singletary,NYG,RB,FA,,@Wsh,L 6-21,3.5,0.9,--,0,0.5,-0.1,0.9,0.9,--
Keaton Mitchell,Bal,RB,FA,,@Buf,L 40-41,0,0,--,0,1.7,-0.1,--,--,--
Jermar Jefferson,FA,RB,FA,,--,,--,0,--,0,0.1,0,--,--,--
Sean Tucker,TB,RB,FA,,@Atl,W 23-20,1.7,0.2,--,0,0.8,-0.1,0.2,0.2,--
Jaylin Noel,Hou,WR,FA,,@LAR,L 9-14,5.4,1.7,--,0,0.8,0.3,1.7,1.7,--
Roman Wilson,Pit,WR,FA,,@NYJ,W 34-32,3.9,0,--,0,1.1,0.1,0,0,--
Luke Musgrave,GB,TE,FA,,Det,W 27-13,2,1.4,--,0,0.4,0,1.4,1.4,--
Luke McCaffrey,Wsh,WR,FA,,NYG,W 21-6,1.5,0,--,0,0.4,-0.1,0,0,--
Zamir White,LV,RB,FA,,@NE,W 20-13,3.8,0.8,--,0,0.6,0,0.8,0.8,--
Tyler Conklin,LAC,TE,FA,,KC,W 27-21,4.9,7.2,--,0,0.2,0,7.2,7.2,--
Julian Hill,Mia,TE,FA,,@Ind,L 8-33,5.2,0,--,0,0.1,0,0,0,--
Derius Davis,LAC,WR,FA,,KC,W 27-21,1.1,0.3,--,0,0.2,0,0.3,0.3,--
Elijah Mitchell,KC,RB,FA,,@LAC,L 21-27,0,0,--,0,1,0,--,--,--
Jalen McMillan,TB,WR,FA,,@Atl,W 23-20,0,0,--,0,3.3,-0.7,--,--,--
Allen Lazard,NYJ,WR,FA,,Pit,L 32-34,0,0,--,0,0.8,0,--,--,--
Jalen Coker,Car,WR,FA,,@Jax,L 10-26,0,0,--,0,9.9,1.1,--,--,--
MarShawn Lloyd,GB,RB,FA,,Det,W 27-13,0,0,--,0,3.7,-0.9,--,--,--
Tyler Shough,NO,QB,FA,,Ari,L 13-20,0,0,--,0,0.6,-0.1,--,--,--
Mason Crosby,FA,K,FA,,--,,--,0,--,0,0.1,0,--,--,--
Chris Rodriguez Jr.,Wsh,RB,FA,,NYG,W 21-6,0,0,--,0,2.4,0.5,--,--,--
Olamide Zaccheaus,Chi,WR,FA,,Min,Mon 7:15 PM,3.9,8.2,--,0,0.4,0,8.2,8.2,--
