player_name,team,position,type,blank,opp,status,proj,points,oprk,start_percent,pct_rostered,plus_minus,fpts,avg,last
Jake Tonges,SF,TE,FA,,Ari,W 16-15,--,4.1,29th,1.4,3,0.6,21.7,7.2,--
Austin Ekeler,Wsh,RB,FA,,LV,W 41-24,--,--,5th,1.3,43.3,-38.2,13.1,6.6,--
Zach Charbonnet,Sea,RB,FA,,NO,W 44-13,--,--,26th,1.2,70.1,-2.9,11.7,5.9,--
Dolphins D/ST,Mia,D/ST,FA,,@Buf,L 21-31,--,0,1st,1.2,2.1,-0.5,5,1.7,--
Marvin Mims Jr.,Den,WR,FA,,@LAC,L 20-23,--,1.4,11th,1.2,25.1,-5.5,14,4.7,--
J.J. McCarthy,Min,QB,FA,,Cin,W 48-10,--,--,13th,1.1,44,-22.3,25.04,12.5,--
DeAndre Hopkins,Bal,WR,FA,,Det,L 30-38,--,2.3,24th,1.1,13.4,3.7,28.2,9.4,--
Browns D/ST,Cle,D/ST,FA,,GB,W 13-10,--,14,6th,0.9,1.7,-0.1,23,7.7,--
Raiders D/ST,LV,D/ST,FA,,@Wsh,L 24-41,--,-3,11th,0.8,1.2,0.3,10,3.3,--
Justice Hill,Bal,RB,FA,,Det,L 30-38,--,7.5,12th,0.8,12.7,-0.5,12.9,4.3,--
Hunter Renfrow,Car,WR,FA,,Atl,W 30-0,--,2.6,13th,0.8,7.2,5.5,29.5,9.8,--
Noah Fant,Cin,TE,FA,,@Min,L 10-48,--,5.6,6th,0.8,3,-0.9,24,8,--
Calvin Austin III,Pit,WR,FA,,@NE,W 21-14,--,12.4,31st,0.8,10.7,-3,32.6,10.9,--
Adam Thielen,Min,WR,FA,,Cin,W 48-10,--,0,21st,0.7,26.5,-7.5,6.6,2.2,--
JuJu Smith-Schuster,KC,WR,FA,,@NYG,W 22-9,--,9.5,32nd,0.7,9.8,-5.7,21.5,7.2,--
Dyami Brown,Jax,WR,FA,,Hou,W 17-10,--,2.7,23rd,0.7,6.2,4.4,29.1,9.7,--
Younghoe Koo,FA,K,FA,,--,,--,--,--,0.7,2,-1.8,--,8,--
Graham Gano,NYG,K,FA,,KC,L 9-22,--,3,22nd,0.7,0.9,0.1,24,8,--
Chad Ryland,Ari,K,FA,,@SF,L 15-16,--,6,3rd,0.7,0.9,-0.2,26,8.7,--
Christian Kirk,Hou,WR,FA,,@Jax,L 10-17,--,5.5,26th,0.7,21.9,-0.7,5.5,5.5,--
Tank Bigsby,Phi,RB,FA,,LAR,W 33-26,--,0,1st,0.6,41.1,-9.9,1.2,0.4,--
Joshua Palmer,Buf,WR,FA,,Mia,W 31-21,--,1.5,12th,0.6,12,-1.4,19.3,6.4,--
Dontayvion Wicks,GB,WR,FA,,@Cle,L 10-13,--,4.1,18th,0.6,3.9,3.7,17.5,5.8,--
Andy Borregales,NE,K,FA,,Pit,L 14-21,--,2,17th,0.6,0.8,-0.1,18,6,--
Tyquan Thornton,KC,WR,FA,,@NYG,W 22-9,--,18.1,32nd,0.5,2.2,1.1,38.1,12.7,--
Saints D/ST,NO,D/ST,FA,,@Sea,L 13-44,--,-1,21st,0.5,0.8,-0.3,13,4.3,--
Tyrod Taylor,NYJ,QB,FA,,@TB,L 27-29,--,16.68,23rd,0.5,0.9,0.8,25.02,12.5,--
Miles Sanders,Dal,RB,FA,,@Chi,L 14-31,--,8.3,29th,0.5,4.6,1.4,22.2,7.4,--
Xavier Legette,Car,WR,FA,,Atl,W 30-0,--,--,13th,0.5,38.2,-9,4.8,2.4,--
player_name,team,position,type,blank,opp,status,proj,points,oprk,start_percent,pct_rostered,plus_minus,fpts,avg,last
Chris Godwin Jr.,TB,WR,FA,,NYJ,W 29-27,--,--,16th,0.5,76.2,-1.5,--,--,--
Spencer Rattler,NO,QB,FA,,@Sea,L 13-44,--,11.72,8th,0.5,1.8,0.5,44.86,15,--
Jayden Higgins,Hou,WR,FA,,@Jax,L 10-17,--,1.5,26th,0.5,36,-10.8,10.5,3.5,--
Kyle Monangai,Chi,RB,FA,,Dal,W 31-14,--,3,20th,0.5,7.6,5.5,9.7,3.2,--
Jayden Reed,GB,WR,FA,,@Cle,L 10-13,--,--,18th,0.4,56.5,-13.6,13.5,6.8,--
Blake Corum,LAR,RB,FA,,@Phi,L 26-33,--,5.3,10th,0.4,11.7,6.4,18.3,6.1,--
KaVontae Turpin,Dal,WR,FA,,@Chi,L 14-31,--,8.8,27th,0.4,2.4,0.3,28.8,9.6,--
Theo Johnson,NYG,TE,FA,,KC,L 9-22,--,2,3rd,0.4,1.9,-0.2,10.9,3.6,--
Braelon Allen,NYJ,RB,FA,,@TB,L 27-29,--,6.7,22nd,0.4,28.9,-7.5,14.7,4.9,--
Tyler Higbee,LAR,TE,FA,,@Phi,L 26-33,--,0,11th,0.4,2.2,-0.1,7.7,2.6,--
Ollie Gordon II,Mia,RB,FA,,@Buf,L 21-31,--,9.8,14th,0.4,23.2,-8.5,13.4,4.5,--
Mike Gesicki,Cin,TE,FA,,@Min,L 10-48,--,1.6,6th,0.4,2.2,-0.2,8.8,2.9,--
DeMario Douglas,NE,WR,FA,,Pit,L 14-21,--,2.7,20th,0.4,13.6,-4,12.7,4.2,--
Chimere Dike,Ten,WR,FA,,Ind,L 20-41,--,3.5,17th,0.4,0.7,0.4,7.2,2.4,--
Jordan Addison,Min,WR,FA,,Cin,W 48-10,--,--,21st,0.3,75.8,-1.5,--,--,--
Ray Davis,Buf,RB,FA,,Mia,W 31-21,--,0,27th,0.3,16.2,-1.9,3.5,1.2,--
Blake Grupe,NO,K,FA,,@Sea,L 13-44,--,6,10th,0.3,0.5,-0.1,14,4.7,--
Ryan Fitzgerald,Car,K,FA,,Atl,W 30-0,--,15,8th,0.3,0.5,-0.1,24,8,--
Jeremy McNichols,Wsh,RB,FA,,LV,W 41-24,--,13.8,5th,0.3,3.1,3,16.3,5.4,--
Justin Tucker,SSPD,FA,FA,,--,,--,--,--,0.3,0.5,-0.1,--,--,--
Titans D/ST,Ten,D/ST,FA,,Ind,L 20-41,--,-4,2nd,0.3,0.6,-0.1,6,2,--
Joe Flacco,Cle,QB,FA,,GB,W 13-10,--,3.68,12th,0.3,1.9,-0.5,24.64,8.2,--
Mason Taylor,NYJ,TE,FA,,@TB,L 27-29,--,5.8,12th,0.3,3.5,-1,10.3,3.4,--
Panthers D/ST,Car,D/ST,FA,,Atl,W 30-0,--,17,9th,0.3,0.4,0,23,7.7,--
Jake Moody,FA,K,FA,,--,,--,--,--,0.3,0.6,-0.3,--,3,--
Woody Marks,Hou,RB,FA,,@Jax,L 10-17,--,4.6,9th,0.2,8.9,0.7,11,3.7,--
Isaiah Likely,Bal,TE,FA,,Det,L 30-38,--,--,9th,0.2,11.9,5.4,--,--,--
Rico Dowdle,Car,RB,FA,,Atl,W 30-0,--,10.8,4th,0.2,5.5,-1.2,17.3,5.8,--
Cole Kmet,Chi,TE,FA,,Dal,W 31-14,--,8,14th,0.2,0.9,0,17,5.7,--
Dont'e Thornton Jr.,LV,WR,FA,,@Wsh,L 24-41,--,4.9,6th,0.2,8.2,-4,14.4,4.8,--
Malik Washington,Mia,WR,FA,,@Buf,L 21-31,--,6.2,7th,0.2,1.3,0.1,20.6,6.9,--
Jalen Nailor,Min,WR,FA,,Cin,W 48-10,--,6.7,21st,0.2,1.1,0.6,16.6,5.5,--
Michael Wilson,Ari,WR,FA,,@SF,L 15-16,--,1.5,14th,0.2,5.6,-0.8,11.1,3.7,--
Sterling Shepard,TB,WR,FA,,NYJ,W 29-27,--,12,16th,0.2,0.9,0.5,26.3,8.8,--
Tre Tucker,LV,WR,FA,,@Wsh,L 24-41,--,40.9,6th,0.2,2,-0.4,59.2,19.7,--
Darren Waller,Mia,TE,FA,,@Buf,L 21-31,--,--,2nd,0.2,11.1,-2.4,--,--,--
Jaydon Blue,Dal,RB,FA,,@Chi,L 14-31,--,--,29th,0.2,25.9,-7.4,--,--,--
Darius Slayton,NYG,WR,FA,,KC,L 9-22,--,7,25th,0.2,4,-0.6,15.1,5,--
Kendre Miller,NO,RB,FA,,@Sea,L 13-44,--,5.6,30th,0.2,5.5,-0.8,10,3.3,--
Isaac TeSlaa,Det,WR,FA,,@Bal,W 38-30,--,0,19th,0.2,5.2,-0.6,12.2,4.1,--
Elijah Arroyo,Sea,TE,FA,,NO,W 44-13,--,0,26th,0.2,1.7,-0.3,6.8,2.3,--
Zane Gonzalez,FA,K,FA,,--,,--,--,--,0.1,0.2,0,--,--,--
AJ Barner,Sea,TE,FA,,NO,W 44-13,--,3.3,26th,0.1,0.4,0.1,15.3,5.1,--
Adam Trautman,Den,TE,FA,,@LAC,L 20-23,--,0,22nd,0.1,0.2,0.1,11.5,3.8,--
Michael Mayer,LV,TE,FA,,@Wsh,L 24-41,--,0,27th,0.1,2.3,-3.6,10.7,3.6,--
Noah Gray,KC,TE,FA,,@NYG,W 22-9,--,4.7,24th,0.1,0.6,0,7.1,2.4,--
Dawson Knox,Buf,TE,FA,,Mia,W 31-21,--,0,23rd,0.1,0.7,0,7.9,2.6,--
Andre Szmyt,Cle,K,FA,,GB,W 13-10,--,9,5th,0.1,0.2,0,18,6,--
Luther Burden III,Chi,WR,FA,,Dal,W 31-14,--,19.8,30th,0.1,9.3,-2.9,22,7.3,--
Tyjae Spears,Ten,RB,FA,,Ind,L 20-41,--,--,16th,0.1,27.5,-2,--,--,--
player_name,team,position,type,blank,opp,status,proj,points,oprk,start_percent,pct_rostered,plus_minus,fpts,avg,last
Ray-Ray McCloud III,Atl,WR,FA,,@Car,L 0-30,--,4,2nd,0.1,2.6,-0.7,12.1,4,--
Will Shipley,Phi,RB,FA,,LAR,W 33-26,--,--,1st,0.1,10,-2.6,2.6,2.6,--
Tyler Lockett,Ten,WR,FA,,Ind,L 20-41,--,7.7,17th,0.1,4.1,-1,10.6,3.5,--
Olamide Zaccheaus,Chi,WR,FA,,Dal,W 31-14,--,6.6,30th,0.1,0.6,0.1,18.9,6.3,--
Antonio Gibson,NE,RB,FA,,Pit,L 14-21,--,0.8,19th,0.1,0.6,0.3,10.9,3.6,--
Kendrick Bourne,SF,WR,FA,,Ari,W 16-15,--,7.8,22nd,0.1,0.4,0,14,7,--
Samaje Perine,Cin,RB,FA,,@Min,L 10-48,--,0.1,21st,0.1,1.2,-0.2,2.7,0.9,--
Tre' Harris,LAC,WR,FA,,Den,W 23-20,--,0,4th,0.1,7.5,-1.7,7.5,2.5,--
Trevor Etienne,Car,RB,FA,,Atl,W 30-0,--,-2,4th,0.1,0.8,-0.1,-0.4,-0.1,--
Alec Pierce,Ind,WR,FA,,@Ten,W 41-20,--,10.7,28th,0.1,1.1,0.1,26.1,8.7,--
Zavier Scott,Min,RB,FA,,Cin,W 48-10,--,6,31st,0.1,0.7,0,6,3,--
Amari Cooper,LV,WR,FA,,@Wsh,L 24-41,--,--,6th,0.1,3.5,-1.4,--,--,--
Jahan Dotson,Phi,WR,FA,,LAR,W 33-26,--,1.7,8th,0.1,0.7,-0.1,12,4,--
Luke Musgrave,GB,TE,FA,,@Cle,L 10-13,--,0,8th,0.1,1,0.7,6.6,2.2,--
Anthony Richardson Sr.,Ind,QB,FA,,@Ten,W 41-20,--,-0.1,2nd,0.1,1.2,-0.3,-0.1,-0.1,--
Chris Brooks,GB,RB,FA,,@Cle,L 10-13,--,0,2nd,0.1,0.6,0.3,7,2.3,--
Ty Johnson,Buf,RB,FA,,Mia,W 31-21,--,3.1,27th,0.1,1,-0.1,6.1,2,--
Riley Patterson,Mia,K,FA,,@Buf,L 21-31,--,3,20th,0.1,0.1,0,14,4.7,--
George Holani,Sea,RB,FA,,NO,W 44-13,--,4.2,26th,0.1,0.2,0.1,4.2,1.4,--
Tory Horton,Sea,WR,FA,,NO,W 44-13,--,18.2,10th,0.1,1.1,0.1,29.4,9.8,--
Kyle Juszczyk,SF,RB,FA,,Ari,W 16-15,--,7.1,15th,0.1,0.5,-0.1,13.8,4.6,--
Nick Westbrook-Ikhine,Mia,WR,FA,,@Buf,L 21-31,--,0,7th,0.1,2.6,-0.3,5.5,1.8,--
Tutu Atwell,LAR,WR,FA,,@Phi,L 26-33,--,0,9th,0.1,1.8,-0.4,1.4,0.5,--
Harrison Mevis,FA,K,FA,,--,,--,--,--,0.1,0.1,0,--,--,--
AJ Dillon,Phi,RB,FA,,LAR,W 33-26,--,0,1st,0.1,0.5,0,2.9,1,--
Dameon Pierce,Hou,RB,FA,,@Jax,L 10-17,--,--,9th,0.1,4,-2.1,0.5,0.5,--
Brandin Cooks,NO,WR,FA,,@Sea,L 13-44,--,5.4,1st,0.1,1.3,-0.2,15.6,5.2,--
Jaylen Wright,Mia,RB,FA,,@Buf,L 21-31,--,--,14th,0.1,6.1,-0.7,--,--,--
Jaxson Dart,NYG,QB,FA,,KC,L 9-22,--,0.3,24th,0.1,3.7,-0.9,0,0,--
Roschon Johnson,Chi,RB,FA,,Dal,W 31-14,--,0,20th,0.1,3,-1,0,0,--
Isaac Guerendo,SF,RB,FA,,Ari,W 16-15,--,0,15th,0.1,4.1,-1.1,0,0,--
Zamir White,LV,RB,FA,,@Wsh,L 24-41,--,3.3,6th,0.1,0.5,0,7.4,2.5,--
Chris Rodriguez Jr.,Wsh,RB,FA,,LV,W 41-24,--,3.9,5th,0.1,1.6,0.5,3.9,3.9,--
Andrei Iosivas,Cin,WR,FA,,@Min,L 10-48,--,0,3rd,0.1,0.8,-0.2,2.2,0.7,--
Tyler Conklin,LAC,TE,FA,,Den,W 23-20,--,0,15th,0.1,0.3,-0.1,7.2,2.4,--
Shedeur Sanders,Cle,QB,FA,,GB,W 13-10,--,--,12th,0.1,2.2,-0.4,--,--,--
Brandon Aiyuk,SF,WR,FA,,Ari,W 16-15,--,--,22nd,0.1,37.3,-0.8,--,--,--
Parker Washington,Jax,WR,FA,,Hou,W 17-10,--,7.4,23rd,0.1,0.2,0.1,20,6.7,--
Luke Farrell,SF,TE,FA,,Ari,W 16-15,--,0,29th,0.1,0.2,0,10.9,3.6,--
Jack Bech,LV,WR,FA,,@Wsh,L 24-41,--,2,6th,0.1,5.1,-1,5.3,1.8,--
DJ Giddens,Ind,RB,FA,,@Ten,W 41-20,--,0.3,22nd,0.1,2.5,-0.8,4.4,1.5,--
Cam Akers,Min,RB,FA,,Cin,W 48-10,--,1.9,31st,0.1,0.7,0.7,1.9,1.9,--
Pat Bryant,Den,WR,FA,,@LAC,L 20-23,--,0,11th,0.1,2.2,-0.5,3.8,1.3,--
Raheem Mostert,LV,RB,FA,,@Wsh,L 24-41,--,--,6th,0,1.2,-0.4,--,--,--
Dustin Hopkins,FA,K,FA,,--,,--,--,--,0,0.1,0,--,--,--
Myles Price,Min,WR,FA,,Cin,W 48-10,--,0,21st,0,0.1,0,-2,-0.7,--
Emanuel Wilson,GB,RB,FA,,@Cle,L 10-13,--,2.5,2nd,0,0.4,-0.1,2.9,1,--
Adonai Mitchell,Ind,WR,FA,,@Ten,W 41-20,--,0,28th,0,1.5,-0.3,8.1,2.7,--
Jalen Tolbert,Dal,WR,FA,,@Chi,L 14-31,--,7.4,27th,0,0.5,0,12,4,--
Julius Chestnut,Ten,RB,FA,,Ind,L 20-41,--,2.6,16th,0,0.2,-0.1,2.8,0.9,--
