player_name,team,position,type,blank,opp,status,proj,points,oprk,start_percent,pct_rostered,plus_minus,fpts,avg,last
Joe Mixon,Hou,RB,FA,,@Jax,L 10-17,--,--,9th,3,65.6,-2.1,--,--,--
Trey Benson,Ari,RB,FA,,@SF,L 15-16,--,8.1,11th,2.9,54.8,-1.1,25,8.3,--
Parker Romo,Atl,K,FA,,@Car,L 0-30,--,-2,27th,2.8,3.2,3,16,8,--
Geno Smith,LV,QB,FA,,@Wsh,L 24-41,--,26.06,14th,2.8,10,-2.1,46.74,15.6,--
Cedric Tillman,Cle,WR,FA,,GB,W 13-10,--,5.6,15th,2.7,44,-2.9,32,10.7,--
Jauan Jennings,SF,WR,FA,,Ari,W 16-15,--,--,22nd,2.6,76.5,0.9,23.5,11.8,--
Darnell Mooney,Atl,WR,FA,,@Car,L 0-30,--,8.4,2nd,2.6,58.5,-3.7,12.4,6.2,--
Nick Folk,NYJ,K,FA,,@TB,L 27-29,--,10,12th,2.5,3.7,-0.4,26,8.7,--
Cade Otton,TB,TE,FA,,NYJ,W 29-27,--,0,25th,2.5,13,-2.6,5.5,1.8,--
Justin Fields,NYJ,QB,FA,,@TB,L 27-29,--,--,23rd,2.5,68.8,-14.6,33.5,16.8,--
player_name,team,position,type,blank,opp,status,proj,points,oprk,start_percent,pct_rostered,plus_minus,fpts,avg,last
Mac Jones,SF,QB,FA,,Ari,W 16-15,--,13.26,15th,2.3,4.1,2.7,35.02,17.5,--
Joey Slye,Ten,K,FA,,Ind,L 20-41,--,9,1st,2.3,2.6,2,41,13.7,--
Dylan Sampson,Cle,RB,FA,,GB,W 13-10,--,0.2,8th,2.2,50.7,-15.9,28.4,9.5,--
Sam Darnold,Sea,QB,FA,,NO,W 44-13,--,16.72,25th,2.1,7.7,0.4,37.92,12.6,--
Jerome Ford,Cle,RB,FA,,GB,W 13-10,--,5,8th,2.1,43.5,-6.8,16.9,5.6,--
Elic Ayomanor,Ten,WR,FA,,Ind,L 20-41,--,13.8,17th,2.1,21.1,13.3,32.7,10.9,--
Bears D/ST,Chi,D/ST,FA,,Dal,W 31-14,--,10,3rd,2.1,4.6,-4.1,12,4,--
Tyler Allgeier,Atl,RB,FA,,@Car,L 0-30,--,1.4,17th,1.9,37.6,3.5,18.8,6.3,--
Bryce Young,Car,QB,FA,,Atl,W 30-0,--,11.64,5th,1.9,9.7,-0.7,41.12,13.7,--
Bhayshul Tuten,Jax,RB,FA,,Hou,W 17-10,--,8.1,25th,1.8,48.1,8.1,24.6,8.2,--
Pat Freiermuth,Pit,TE,FA,,@NE,W 21-14,--,1.6,18th,1.8,9.2,-0.4,13.5,4.5,--
Carson Wentz,Min,QB,FA,,Cin,W 48-10,--,15.32,13th,1.8,3.1,3,15.32,15.3,--
Cam Ward,Ten,QB,FA,,Ind,L 20-41,--,11.96,6th,1.7,15.9,-3.4,24.24,8.1,--
Brian Robinson Jr.,SF,RB,FA,,Ari,W 16-15,--,2.2,15th,1.6,45.8,-5,9.8,3.3,--
Kaleb Johnson,Pit,RB,FA,,@NE,W 21-14,--,--,18th,1.6,49.3,-18.1,-0.1,-0.1,--
Rashod Bateman,Bal,WR,FA,,Det,L 30-38,--,17.3,24th,1.5,24.3,-2.9,23.8,7.9,--
Najee Harris,LAC,RB,FA,,Den,W 23-20,--,2.8,13th,1.5,37.7,-2.1,11.6,3.9,--
Ja'Tavion Sanders,CAR,TE,FA,,Atl,W 30-0,--,3.1,1st,1.5,4,3,20.2,6.7,--
Eddy Pineiro,SF,K,FA,,Ari,W 16-15,--,12,3rd,1.4,1.7,0.9,22,11,--
Kayshon Boutte,NE,WR,FA,,Pit,L 14-21,--,4.8,20th,1.4,23.4,-3.1,29.7,9.9,--
Josh Downs,Ind,WR,FA,,@Ten,W 41-20,--,5.4,28th,1.4,53.4,-4.1,19.7,6.6,--
